Date,Open,High,Low,Close,Volume
2015-11-02,15.583,15.804,15.558,15.732000000000001,61742822
2015-10-30,15.842,15.842,15.454,15.474,95049314
2015-10-29,15.822000000000001,16.08,15.649000000000001,15.758,103612852
2015-10-28,15.171,15.962,15.171,15.933,160198328
2015-10-27,15.123,15.187000000000001,15.029000000000002,15.123,60903085
2015-10-26,15.232999999999999,15.261,15.067,15.222999999999999,73421800
2015-10-23,15.019,15.261,14.984000000000002,15.232999999999999,89236655
2015-10-22,14.755,14.94,14.755,14.902000000000001,80377388
2015-10-21,14.992,15.019,14.662,14.662,70340273
2015-10-20,14.902000000000001,15.019,14.845,14.94,55088792
2015-10-19,14.755,14.948,14.735,14.884,68271363
2015-10-16,15.011,15.019,14.780999999999999,14.864,72648245
2015-10-15,14.579,15.011,14.495,14.93,137759086
2015-10-14,14.540999999999999,14.679,14.339,14.422,132601061
2015-10-13,14.247,14.375,14.200999999999999,14.31,79914533
2015-10-12,14.385,14.404000000000002,14.229000000000001,14.31,54967035
2015-10-09,14.522,14.588,14.290999999999999,14.367,83126420
2015-10-08,14.495,14.550999999999998,14.300999999999998,14.522,85734897
2015-10-07,14.550999999999998,14.689,14.357000000000001,14.522,72681212
2015-10-06,14.459000000000001,14.588,14.357000000000001,14.469000000000001,73173346
2015-10-05,14.247,14.56,14.238,14.469000000000001,81669025
2015-10-02,13.905,14.182,13.49,14.182,197198573
2015-10-01,14.31,14.422,14.165,14.339,77557974
2015-09-30,14.339,14.385,14.127,14.367,77373833
2015-09-29,14.290999999999999,14.319,14.061,14.155999999999999,86572648
2015-09-28,14.56,14.588,14.182,14.265,99029576
2015-09-25,14.644,14.772,14.579,14.652999999999999,96143763
2015-09-24,14.329,14.404000000000002,14.200999999999999,14.339,107841392
2015-09-23,14.385,14.618,14.367,14.495,84716251
2015-09-22,14.284,14.367,14.247,14.357000000000001,100026393
2015-09-21,14.449000000000002,14.522,14.357000000000001,14.475999999999999,85777516
2015-09-18,14.459000000000001,14.485999999999999,14.290999999999999,14.347000000000001,148064176
2015-09-17,15.019,15.197000000000001,14.550999999999998,14.626,129147819
2015-09-16,15.075999999999999,15.113,14.835,15.058,90853171
2015-09-15,14.790999999999999,15.113,14.764000000000001,15.038,67592001
2015-09-14,14.725,14.818,14.662,14.715,54918646
2015-09-11,14.745,14.81,14.662,14.790999999999999,58873388
2015-09-10,14.634,14.855,14.579,14.790999999999999,77090779
2015-09-09,15.095,15.179,14.597999999999999,14.662,76418516
2015-09-08,14.715,14.902000000000001,14.662,14.902000000000001,80207775
2015-09-04,14.56,14.626,14.290999999999999,14.432,113370066
2015-09-03,14.725,14.93,14.634,14.696,83694896
2015-09-02,14.588,14.626,14.357000000000001,14.618,81140533
2015-09-01,14.661,14.753,14.21,14.319,129537306
2015-08-31,15.009,15.045,14.872,15.017000000000001,72561844
2015-08-28,15.073,15.110999999999999,14.89,15.036,82575677
2015-08-27,15.055,15.12,14.789000000000001,15.110999999999999,135109206
2015-08-26,14.530999999999999,14.762,14.099,14.762,189532514
2015-08-25,14.89,14.9,14.017999999999999,14.026,211475004
2015-08-24,13.805,14.687999999999999,13.419,14.052999999999999,233502434
2015-08-21,14.89,15.314,14.799000000000001,14.799000000000001,161969730
2015-08-20,15.799000000000001,15.809000000000001,15.369000000000002,15.369000000000002,162308304
2015-08-19,16.13,16.258,16.03,16.05,85449204
2015-08-18,16.285999999999998,16.454,16.224,16.258,54790613
2015-08-17,16.187,16.37,16.14,16.333,46031633
2015-08-14,16.15,16.267,16.12,16.267,57346784
2015-08-13,16.14,16.258,16.03,16.197,73389784
2015-08-12,16.197,16.224,15.644,16.102999999999998,156050434
2015-08-11,16.408,16.518,16.285999999999998,16.352,71644474
2015-08-10,16.427,16.59,16.418,16.582,71578328
2015-08-07,16.47,16.608,16.179000000000002,16.314,77267947
2015-08-06,16.462,16.528,16.333,16.37,51768312
2015-08-05,16.479,16.59,16.36,16.427,70966345
2015-08-04,16.352,16.479,16.276,16.36,75876217
2015-08-03,16.462,16.518,16.215999999999998,16.333,67841673
2015-07-31,16.573,16.599,16.418,16.436,73086021
2015-07-30,16.727999999999998,16.812,16.59,16.664,71444288
2015-07-29,16.498,16.727999999999998,16.47,16.691,104867267
2015-07-28,16.352,16.444000000000003,16.179000000000002,16.436,89394490
2015-07-27,16.232,16.342,16.084,16.242,101432925
2015-07-24,16.727999999999998,16.756,16.398,16.454,93961221
2015-07-23,16.902,16.94,16.617,16.71,112767543
2015-07-22,16.573,16.987000000000002,16.573,16.958,120031768
2015-07-21,16.645,16.701,16.564,16.617,69338861
2015-07-20,16.683,16.756,16.617,16.654,78311625
2015-07-17,16.508,16.691,16.444000000000003,16.635,105418127
2015-07-16,16.462,16.608,16.418,16.498,127350828
2015-07-15,16.112000000000002,16.408,16.076,16.250999999999998,188214627
2015-07-14,15.562000000000001,15.763,15.498,15.744000000000002,76129653
2015-07-13,15.606,15.672,15.535,15.644,73909941
2015-07-10,15.44,15.48,15.314,15.35,79383487
2015-07-09,15.194,15.369000000000002,15.12,15.148,88706466
2015-07-08,15.092,15.168,14.91,14.937999999999999,90336775
2015-07-07,15.535,15.562000000000001,15.017000000000001,15.34,125605842
2015-07-06,15.422,15.634,15.359000000000002,15.57,63892626
2015-07-02,15.773,15.819,15.525,15.652999999999999,70430850
2015-07-01,15.857000000000001,15.91,15.708,15.827,67798957
2015-06-30,15.698,15.744000000000002,15.49,15.644,96872014
2015-06-29,15.744000000000002,15.857000000000001,15.498,15.525,107277679
2015-06-26,16.067,16.102999999999998,15.947000000000001,16.000999999999998,68629510
2015-06-25,16.15,16.197,15.947000000000001,15.966,65029873
2015-06-24,16.112000000000002,16.258,16.04,16.076,64276242
2015-06-23,16.14,16.285999999999998,16.14,16.242,69483576
2015-06-22,15.956,16.112000000000002,15.947000000000001,16.06,63621613
2015-06-19,15.886,15.982000000000001,15.735,15.782,90731163
2015-06-18,15.947000000000001,15.991,15.827,15.972999999999999,106185151
2015-06-17,16.169,16.169,15.902000000000001,15.966,96515538
2015-06-16,16.05,16.14,15.966,16.13,51451000
2015-06-15,15.927999999999999,16.084,15.857000000000001,16.06,74039515
2015-06-12,16.04,16.16,15.956,16.076,57618011
2015-06-11,16.206,16.250999999999998,16.03,16.076,83981579
2015-06-10,15.982000000000001,16.197,15.956,16.169,111658304
2015-06-09,15.672,15.947000000000001,15.624,15.91,89274392
2015-06-08,15.867,15.927999999999999,15.672,15.698,75885030
2015-06-05,15.663,15.947000000000001,15.597000000000001,15.799000000000001,129562768
2015-06-04,15.508,15.606,15.369000000000002,15.422,66393420
2015-06-03,15.432,15.644,15.385,15.562000000000001,97497648
2015-06-02,15.139000000000001,15.359000000000002,15.120999999999999,15.323,71473683
2015-06-01,15.194,15.248,15.093,15.169,68683602
2015-05-29,15.267999999999999,15.277000000000001,15.093,15.120999999999999,81041164
2015-05-28,15.323,15.331,15.194,15.277000000000001,66181917
2015-05-27,15.177,15.35,15.159,15.34,76415021
2015-05-26,15.331,15.331,15.056,15.120999999999999,109143898
2015-05-22,15.323,15.395,15.314,15.35,51323563
2015-05-21,15.314,15.35,15.177,15.331,56805455
2015-05-20,15.378,15.44,15.239,15.34,73858568
2015-05-19,15.194,15.378,15.194,15.369000000000002,97245205
2015-05-18,14.947000000000001,15.159,14.947000000000001,15.13,55704110
2015-05-15,15.139000000000001,15.139000000000001,14.939,14.982999999999999,59884678
2015-05-14,15.149000000000001,15.203,15.074000000000002,15.139000000000001,60449169
2015-05-13,15.065,15.139000000000001,14.991,15.093,51648471
2015-05-12,15.084000000000001,15.103,14.982999999999999,15.056,65066648
2015-05-11,15.074000000000002,15.203,15.056,15.112,61377148
2015-05-08,14.956,15.084000000000001,14.863,15.074000000000002,94209547
2015-05-07,14.873,14.965,14.745999999999999,14.883,80467351
2015-05-06,14.991,15.112,14.735999999999999,14.929,105190878
2015-05-05,15.046,15.22,14.965,14.982999999999999,115832321
2015-05-04,14.790999999999999,15.074000000000002,14.772,15.065,83579470
2015-05-01,14.663,14.800999999999998,14.589,14.764000000000001,85302624
2015-04-30,14.663,14.707,14.47,14.599,85458125
2015-04-29,14.294,14.697000000000001,14.267999999999999,14.645,146769363
2015-04-28,14.277000000000001,14.397,14.205,14.341,63378518
2015-04-27,14.322000000000001,14.443,14.259,14.259,80230598
2015-04-24,14.397,14.435,14.302999999999999,14.332,44485079
2015-04-23,14.407,14.478,14.37,14.378,54880093
2015-04-22,14.25,14.505999999999998,14.195,14.425,79755243
2015-04-21,14.294,14.332,14.140999999999998,14.205,69856417
2015-04-20,14.312999999999999,14.378,14.259,14.267999999999999,58542905
2015-04-17,14.397,14.435,14.205,14.259,97112867
2015-04-16,14.332,14.609000000000002,14.277000000000001,14.47,115223742
